treatment,session_delta,session,participant,case,group,is_group4,delta,pv,discounted_pv,is_buyout,bid_amount,payment,win_buyout,win_bid,payoff,total_payoff,final_payoff,order,risk_av,time_pref,crt_mean,participant.code
1,NA,20230124am,03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412,2412,NA,0.25,0.8857395925597874,0.5454545454545454,3j2du57u
1,NA,20230124am,03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412,2412,NA,0.25,0.8857395925597874,0.5454545454545454,3j2du57u
1,NA,20230124am,03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412,2412,NA,0.25,0.8857395925597874,0.5454545454545454,3j2du57u
1,NA,20230124am,03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412,2412,NA,0.25,0.8857395925597874,0.5454545454545454,3j2du57u
1,NA,20230124am,03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412,2412,NA,0.25,0.8857395925597874,0.5454545454545454,3j2du57u
1,NA,20230124am,03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412,2412,NA,0.25,0.8857395925597874,0.5454545454545454,3j2du57u
1,NA,20230124am,03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412,2412,NA,0.25,0.8857395925597874,0.5454545454545454,3j2du57u
1,NA,20230124am,03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412,2412,NA,0.25,0.8857395925597874,0.5454545454545454,3j2du57u
1,NA,20230124am,03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412,2412,NA,0.25,0.8857395925597874,0.5454545454545454,3j2du57u
1,NA,20230124am,03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412,2412,NA,0.25,0.8857395925597874,0.5454545454545454,3j2du57u
1,0.6,20230124am,04,1,4,1,1,430,430,0,NA,NA,0,0,0,1626,2626,20,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,2,2,1,1,790,790,1,NA,NA,0,0,0,1626,2626,19,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,3,3,1,1,980,980,1,NA,NA,1,0,240,1626,2626,11,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,4,6,1,1,30,30,0,NA,NA,0,0,0,1626,2626,6,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,5,5,1,1,100,100,0,NA,NA,0,0,0,1626,2626,2,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,6,8,0,1,490,490,0,NA,NA,0,0,0,1626,2626,12,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,7,8,0,1,280,280,0,350,NA,0,0,0,1626,2626,15,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,8,8,0,1,70,70,0,400,NA,0,0,0,1626,2626,9,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,9,8,0,1,560,560,0,900,340,0,1,220,1626,2626,10,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,10,8,0,1,640,640,0,700,160,0,1,480,1626,2626,7,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,11,1,1,0.6,160,96,0,96,NA,0,0,0,1626,2626,3,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,12,3,1,0.6,770,462,1,NA,NA,0,0,0,1626,2626,13,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,13,5,1,0.6,850,510,1,NA,NA,1,0,110,1626,2626,16,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,14,4,1,0.6,320,192,0,NA,NA,0,0,0,1626,2626,8,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,15,2,1,0.6,350,210,0,NA,NA,0,0,0,1626,2626,1,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,16,8,0,0.6,480,288,0,350,NA,0,0,0,1626,2626,17,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,17,8,0,0.6,740,444,0,NA,NA,0,0,0,1626,2626,14,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,18,8,0,0.6,910,546,1,NA,NA,1,0,170,1626,2626,18,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,19,8,0,0.6,610,366,0,366,60,0,1,306,1626,2626,4,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,04,20,8,0,0.6,500,300,0,300,200,0,1,100,1626,2626,5,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,NA,20230124am,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,2626,NA,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,NA,20230124am,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,2626,NA,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,NA,20230124am,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,2626,NA,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,NA,20230124am,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,2626,NA,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,NA,20230124am,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,2626,NA,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,NA,20230124am,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,2626,NA,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,NA,20230124am,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,2626,NA,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,NA,20230124am,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,2626,NA,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,NA,20230124am,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,2626,NA,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,NA,20230124am,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,2626,NA,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,NA,20230124am,04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,2626,NA,0.935,0.7900974453515933,0.45454545454545453,4xf5cg3d
1,0.6,20230124am,05,1,5,1,1,430,430,0,NA,NA,0,0,0,1292,2292,20,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,2,6,1,1,790,790,0,NA,NA,0,0,0,1292,2292,19,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,3,2,1,1,980,980,0,NA,NA,0,0,0,1292,2292,11,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,4,3,1,1,30,30,0,NA,NA,0,0,0,1292,2292,6,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,5,1,1,1,100,100,0,NA,NA,0,0,0,1292,2292,2,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,6,10,0,1,490,490,0,NA,NA,0,0,0,1292,2292,12,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,7,10,0,1,280,280,0,280,NA,0,0,0,1292,2292,15,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,8,10,0,1,70,70,0,70,NA,0,0,0,1292,2292,9,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,9,10,0,1,560,560,0,560,350,0,1,210,1292,2292,10,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,10,10,0,1,640,640,0,640,150,0,1,490,1292,2292,7,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,11,3,1,0.6,160,96,0,96,NA,0,0,0,1292,2292,3,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,12,4,1,0.6,770,462,1,NA,NA,0,0,0,1292,2292,13,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,13,1,1,0.6,850,510,1,NA,NA,1,0,110,1292,2292,16,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,14,3,1,0.6,320,192,0,192,NA,0,0,0,1292,2292,8,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,15,5,1,0.6,350,210,0,NA,NA,0,0,0,1292,2292,1,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,16,10,0,0.6,480,288,0,288,NA,0,0,0,1292,2292,17,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,17,10,0,0.6,740,444,0,444,NA,0,0,0,1292,2292,14,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,18,10,0,0.6,910,546,1,NA,NA,1,0,170,1292,2292,18,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,19,10,0,0.6,610,366,0,366,60,0,1,306,1292,2292,4,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,05,20,10,0,0.6,500,300,0,300,294,0,1,6,1292,2292,5,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,NA,20230124am,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292,2292,NA,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,NA,20230124am,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292,2292,NA,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,NA,20230124am,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292,2292,NA,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,NA,20230124am,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292,2292,NA,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,NA,20230124am,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292,2292,NA,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,NA,20230124am,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292,2292,NA,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,NA,20230124am,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292,2292,NA,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,NA,20230124am,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292,2292,NA,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,NA,20230124am,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292,2292,NA,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,NA,20230124am,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292,2292,NA,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,NA,20230124am,05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292,2292,NA,2.31,0.8264462809917356,0.45454545454545453,8t15aegn
1,0.6,20230124am,06,1,5,1,1,280,280,0,NA,NA,0,0,0,1452,2452,20,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,2,3,1,1,430,430,0,NA,NA,0,0,0,1452,2452,19,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,3,1,1,1,790,790,1,NA,NA,0,0,0,1452,2452,11,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,4,2,1,1,980,980,1,NA,NA,1,0,240,1452,2452,6,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,5,6,1,1,30,30,0,NA,NA,0,0,0,1452,2452,2,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,6,9,0,1,910,910,1,NA,NA,1,0,170,1452,2452,12,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,7,11,0,1,610,610,0,610,450,0,1,160,1452,2452,15,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,8,1,0,1,500,500,0,500,70,0,1,430,1452,2452,9,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,9,3,0,1,350,350,0,350,NA,0,0,0,1452,2452,10,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,10,5,0,1,160,160,0,160,NA,0,0,0,1452,2452,7,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,11,4,1,0.6,320,192,0,180,NA,0,0,0,1452,2452,3,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,12,6,1,0.6,540,324,0,NA,NA,0,0,0,1452,2452,13,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,13,5,1,0.6,770,462,1,NA,NA,0,0,0,1452,2452,16,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,14,2,1,0.6,840,504,1,NA,NA,0,0,0,1452,2452,8,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,15,5,1,0.6,220,132,0,NA,NA,0,0,0,1452,2452,1,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,16,7,0,0.6,640,384,0,384,96,0,1,288,1452,2452,17,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,17,9,0,0.6,860,516,1,NA,NA,1,0,120,1452,2452,14,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,18,11,0,0.6,70,42,0,NA,NA,0,0,0,1452,2452,18,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,19,1,0,0.6,100,60,0,100,NA,0,0,0,1452,2452,4,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,06,20,3,0,0.6,490,294,0,294,250,0,1,44,1452,2452,5,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,NA,20230124am,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452,2452,NA,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,NA,20230124am,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452,2452,NA,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,NA,20230124am,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452,2452,NA,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,NA,20230124am,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452,2452,NA,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,NA,20230124am,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452,2452,NA,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,NA,20230124am,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452,2452,NA,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,NA,20230124am,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452,2452,NA,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,NA,20230124am,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452,2452,NA,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,NA,20230124am,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452,2452,NA,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,NA,20230124am,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452,2452,NA,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,NA,20230124am,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452,2452,NA,0.25,0.7900974453515933,0.7272727272727273,rs2q84n5
1,0.6,20230124am,08,1,1,1,1,430,430,0,NA,NA,0,0,0,1378,2378,20,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,2,3,1,1,790,790,1,NA,NA,0,0,0,1378,2378,19,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,3,5,1,1,980,980,1,NA,NA,1,0,240,1378,2378,11,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,4,2,1,1,30,30,0,NA,NA,0,0,0,1378,2378,6,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,5,4,1,1,100,100,0,NA,NA,0,0,0,1378,2378,2,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,6,2,0,1,490,490,0,NA,NA,0,0,0,1378,2378,12,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,7,2,0,1,280,280,0,280,NA,0,0,0,1378,2378,15,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,8,2,0,1,70,70,0,70,NA,0,0,0,1378,2378,9,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,9,2,0,1,560,560,0,560,350,0,1,210,1378,2378,10,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,10,2,0,1,640,640,0,640,160,0,1,480,1378,2378,7,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,11,6,1,0.6,160,96,0,96,NA,0,0,0,1378,2378,3,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,12,2,1,0.6,770,462,0,462,450,0,1,12,1378,2378,13,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,13,4,1,0.6,850,510,1,NA,NA,0,0,0,1378,2378,16,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,14,6,1,0.6,320,192,0,NA,NA,0,0,0,1378,2378,8,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,15,1,1,0.6,350,210,0,NA,NA,0,0,0,1378,2378,1,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,16,2,0,0.6,480,288,0,288,NA,0,0,0,1378,2378,17,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,17,2,0,0.6,740,444,0,NA,NA,0,0,0,1378,2378,14,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,18,2,0,0.6,910,546,1,NA,NA,1,0,170,1378,2378,18,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,19,2,0,0.6,610,366,0,366,100,0,1,266,1378,2378,4,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
1,0.6,20230124am,08,20,2,0,0.6,500,300,0,300,NA,0,0,0,1378,2378,5,0.935,0.7900974453515933,0.2727272727272727,afvkzzmt
